,shop_name,STREET,LOCALITY,REGION,POSTAL_CODE
625,Mercury Espresso Bar,"915 Queen St E, ","Toronto, ","ON, ",M4M 1J4
626,Meta :: Toronto Coffee Shops,"123 Yonge St, ","Toronto, ","ON, ",M5C 1W4
627,Metropolis Cafe,"2 Bloor W, ","Toronto, ","ON, ",M4W 3E2
628,Michael M's Music Cafe,"710 Gerrard St E, ","Toronto, ","ON, ",M4M 1Y3
629,Michelle's Sunrise Cafe,"175 Hillmount Rd, ","Markham, ","ON, ",L6C 1Z7
630,Midway Coffee Shop,"2340 Dundas St W, ","Toronto, ","ON, ",M6P 4A9
631,Milky's,"760 Dundas St W, ","Toronto, ","ON, ",M6J 1T8
632,Mineral,"1027 Yonge St, ","Toronto, ","ON, ",M4W 2K9
633,Mini Bar,"116 Spadina Ave, ","Toronto, ","ON, ",M5V 2K6
634,Mirage Cafe,"Non, ","Non, ","ON, ",Z4Z 4Z4
635,Mirage Cafe,"Non, ","Non, ","ON, ",Non
636,Mirage Cafe,"Non, ","Non, ","ON, ",Z4Z 4Z4
637,Mirage Cafe,"Non, ","Non, ","ON, ",M4K 1N2
638,Mister Coffee And Services Inc,"2045 Midland Ave, ","Scarborough, ","ON, ",M1P 3E2
639,MMMarvellous MMMuffins,"4950 Yonge St, ","North York, ","ON, ",M2N 6K1
640,MMMarvellous MMMuffins,"61 St Clair Ave W, ","Toronto, ","ON, ",M4V 2Y8
641,Mocha Mocha,"489 Danforth Ave, ","Toronto, ","ON, ",M4K 1P5
642,Mofer Coffee,"1040 St Clair Ave W, ","Toronto, ","ON, ",M6E 1A5
643,Mom's Gourmet Coffee N Things,"1096 Danforth Ave, ","Toronto, ","ON, ",M4J 1M3
644,Moonbean Coffee Company,"30 St Andrew St, ","Scarborough, ","ON, ",M1M 3H2
645,Morakesh Cafe & Tea,"1393B Danforth Ave, ","Toronto, ","ON, ",M4J 1N2
646,Morning Glory Cafe,"457 King St E, ","Toronto, ","ON, ",M5A 1L6
647,Mr Beans Coffee Company,"5550 Lawrence Ave E, ","Scarborough, ","ON, ",M1C 3B2
648,Mr Goodys,"45 Overlea Blvd, ","Toronto, ","ON, ",M4H 1C3
649,Mumma's Coffee Shop,"1400 Squires Beach Rd, ","Pickering, ","ON, ",L1W 4B9
650,Mylk Uncookies,"253 Gerrard St E, ","Toronto, ","ON, ",M5A 2G1
651,Myomedical Md,"145 Front St E, ","Toronto, ","ON, ",M5A 1E3
652,Mystic Muffins,"113 Jarvis St, ","Toronto, ","ON, ",M5C 2H4
653,N9 Café,"23 Spring Garden Ave, ","North York, ","ON, ",M2N 3G1
654,Nanalyn Jerk,"564 Wilson Heights Blvd, ","North York, ","ON, ",M3H 2V8
655,Neo Coffee Bar,"161 Frederick St, ","Toronto, ","ON, ",M5A 4P3
656,Neon Coffee Shop,"706A Danforth Ave, ","Toronto, ","ON, ",M4J 1L1
657,Nespresso,"159 Cumberland St, ","Toronto, ","ON, ",M5R 1A2
658,Nestle Canada Inc,"3401 Dufferin St, ","North York, ","ON, ",M6A 2T9
659,New Terra Cafe,"213 Pape Ave, ","Toronto, ","ON, ",M4M 2W2
660,New York News Cafe,"250 Front St W, ","Toronto, ","ON, ",M5V 3G5
661,Nexus Coffee Company,"19 Brock St W, ","Uxbridge, ","ON, ",L9P 1P5
662,Niche Coffee And Tea Company,"2101-103 The Queensway, ","Toronto, ","ON, ",M6S 5B3
663,Nicola's Cafe,"20N-23N-4300 Steeles Ave E, ","Markham, ","ON, ",L3R 0Y5
664,Nikki's Cafe,"3292 Bayview Ave, ","Toronto, ","ON, ",M2M 4J5
665,Nil's Pocket Bakery,"707 Dundas St W, Market Pl, ","Toronto, ","ON, ",M5T 2W6
666,Ninetails Coffee Bar,"651 Bloor St W, ","Toronto, ","ON, ",M6G 1L1
667,Nomo Creations,"100 Symes Rd, ","York, ","ON, ",M6N 0A8
668,Nordstrom Ebar Artisan Coffee,"260 Yonge Street, ","Toronto, ","ON, ",M5B 2L9
669,Nordstrom Ebar Artisan Coffee,"3401 Dufferin Street, ","Toronto, ","ON, ",M6A 2T9
670,Nossa Casa,"1331 Dundas St W, ","Toronto, ","ON, ",M6J 1X8
671,Nostalgia Coffee Company,"855 O'Connor Dr, ","East York, ","ON, ",M4B 2S7
672,Nutbar,"899 Queen St E, ","Toronto, ","ON, ",M4M 0C8
673,Nutella Café,"60 Carlton St, ","Toronto, ","ON, ",M5B 1J2
674,Oakwood Expresso,"Non, ","Non, ","ON, ",Non
675,Old Blue Cafe Eatery,"73 Queen St E, ","Toronto, ","ON, ",M5C 1R8
676,Omg On The Park,"47 Abell St, ","Toronto, ","ON, ",Non
677,Organic Garden Café,"Non, ","Non, ","ON, ",Non
678,Oscar Coffee & Espresso,"2377 Queen St E, ","Toronto, ","ON, ",M4E 1H2
679,Our Place Cafe,"Non, ","Toronto, ","ON, ",M6G 3V5
680,Outpost Coffee Roasters,"1576 Bloor St W, ","Toronto, ","ON, ",M6P 1A4
681,Outtakes Cafe,"629 Eastern Ave, ","Toronto, ","ON, ",M4M 1E3
682,P & D Webster Enterprises,"3800 Kingston Rd, ","Scarborough, ","ON, ",M1J 3H6
683,Pablo Cheese Tart,"40 King St W, ","Toronto, ","ON, ",M5H 3Y2
684,Pada Cakes,"777 Bay St, ","Toronto, ","ON, ",M5G 2C8
685,Page One Cafe,"106 Mutual St, ","Toronto, ","ON, ",M5B 2R7
686,Paintlounge,"784 College St, ","Toronto, ","ON, ",M6G 1C6
687,Palate Cafe,"250 Merton St, ","Toronto, ","ON, ",M4S 1B1
688,Panera Bread,"1066 Don Mills Road, ","Toronto, ","ON, ",M3C 0H8
689,Panera Bread - Closed,"322 Yonge Street, ","Toronto, ","ON, ",M5B 1R8
690,Panini Cafe,"70 Plunkett Rd, ","North York, ","ON, ",M9L 2J5
691,Papa Café & Pastry,"6111 Yonge St, ","North York, ","ON, ",M2M 3W2
692,Paris Croissant Bakery Cafe,"595 Bay St, ","Toronto, ","ON, ",M5G 2C2
693,Parisco Cafe,"215 Fort York Blvd, ","Toronto, ","ON, ",M5V 4A2
694,Pasta Mia,"91 Front E, ","Toronto, ","ON, ",M5E 1C3
695,Patagonia,"500 King St W, ","Toronto, ","ON, ",M5V 1L7
696,Peppers Cafe,"189 Wallace Ave, ","Toronto, ","ON, ",M6H 1V5
697,Per Tutti Cafe,"1988 Eglinton Ave W, ","York, ","ON, ",M6E 2J9
698,Perfect Blend,"1971 Weston Rd, ","York, ","ON, ",M9N 1W8
699,Peru Condor Import Co. Inc.,"138 Arlington Ave, ","York, ","ON, ",M6C 2Z2
700,Peter's Cafe,"35 Fairview Mall Dr, ","Toronto, ","ON, ",M2J 4S4
701,Petit Nuage,"707 Dundas St w, ","Toronto, ","ON, ",M5T 2W6
702,Petit Paris Cake And Coffee Shop Toronto,"45 Southport St, ","Toronto, ","ON, ",M6S 3N5
703,Phipps Bakery Cafe,"420 Eglinton Ave W, ","Toronto, ","ON, ",M5N 1A2
704,Pho Asia 39,"1391 Weston Rd, ","York, ","ON, ",M6M 4S3
705,Photo Cafe,"240 Scarlett Rd, ","York, ","ON, ",M6N 4X4
706,Phyllo You Bakery,"1919A Yonge St, ","Toronto, ","ON, ",M4S 1Z3
707,Pico Sports Bar & Cafe,"528 Rogers Rd, ","York, ","ON, ",M6M 1B3
708,Pilot Coffee,"100 King St W, ","Toronto, ","ON, ",M5X 1E3
709,Pinar Del Rio Espresso Bar,"505 Highway 7 E, ","Thornhill, ","ON, ",L3T 7T1
710,Pirgos Coffee Shop,"788 St Clair Ave W, ","Toronto, ","ON, ",M6C 1B6
711,Pizza Thick & The Ice Cream Bake Shop,"536 Queen St W, ","Toronto, ","ON, ",M5V 2B5
712,Play Caffe & Bar,"886 The Queensway, ","Etobicoke, ","ON, ",M8Z 1P1
713,Play Creative Café,"1517 Bayview Ave, ","East York, ","ON, ",M4G 3B5
714,Plentea,"1205 Queen St W, ","Toronto, ","ON, ",M6K 0B9
715,Poetry Jazz Cafe,"224 Augusta Ave, ","Toronto, ","ON, ",M5T 2L6
716,Poets And Pirates Cafe,"9-2007 Lawrence Ave W, ","York, ","ON, ",M9N 3V1
717,Pop Up House,"2109-8339 Kennedy Rd, ","Unionville, ","ON, ",L3R 5T5
718,Press Cafe,"85 Bloor St E, ","Toronto, ","ON, ",M4W 3Y1
719,Presse Café,"40 St Clair Ave W, ","Toronto, ","ON, ",M4V 1M2
720,Presse Cafe,"82 Buttonwood Ave, ","York, ","ON, ",M6M 2J5
721,Presse Café,"875 Bay St, ","Toronto, ","ON, ",M5S 3K6
722,Presse Cafe,"3201 Bur Oak Ave, ","Markham, ","ON, ",L6B 0T2
723,Primo Espresso Bar,"640 Wilson Ave, ","North York, ","ON, ",M3K 1E1
724,Pro Stop Sports Bar & Café Inc,"438 Rogers Rd, ","York, ","ON, ",M6M 1A5
725,Pronto Cafe,"790 Bay St, ","Toronto, ","ON, ",M5G 1N8
726,Punch Buggy 5,"600 Wilson Ave, ","North York, ","ON, ",M3K 1C9
727,Purple Penguin Café,"889 Queen St E, ","Toronto, ","ON, ",M4M 1J4
728,Quarry Cafe,"2560 Gerrard St E, ","Scarborough, ","ON, ",M1N 1W8
729,Quattro Amci Cafe,"1982 Danforth Ave, ","Toronto, ","ON, ",M4C 1J6
730,Queen B Pastry,"235 Carlaw Ave, ","Toronto, ","ON, ",M4M 2S1
731,Queen Mother Cafe,"208 Queen St W, ","Toronto, ","ON, ",M5V 1Z2
732,Queen Mother Cafe,"208 Queen St W, ","Toronto, ","ON, ",M5V 1Z2
733,Queen Street General Store & Cafe,"Non, ","Non, ","ON, ",Non
734,Queen's Pasta Cafe,"2263 Bloor St W, ","Toronto, ","ON, ",M6S 1N8
735,Quirks Cafe,"2714 St Clair Ave E, ","East York, ","ON, ",M4B 1M6
736,Quorum Café,"1-111 Wellesley St W, ","Toronto, ","ON, ",M7A 1A2
737,Rachel's Coffee House,"2011 Yonge St, ","Toronto, ","ON, ",M4S 1Z8
738,Radio Station Cafe,"381 Donlands Ave, ","East York, ","ON, ",M4J 3S2
739,Ralphy's Corner Cafe,"3261 Kennedy Rd, ","Scarborough, ","ON, ",M1V 2K1
740,Red Rocket Coffee,"154 Wellesley St E, ","Toronto, ","ON, ",M4Y 1J3
741,Red Rocket Coffee,"1364 Danforth Ave, ","Toronto, ","ON, ",M4J 1M9
742,Red Rocket Coffee,"401 Logan Ave, ","Toronto, ","ON, ",M4M 2P2
743,Red Seal Masonry,"Non, ","Non, ","ON, ",Non
744,Renaissance Cafe,"Non, ","Non, ","ON, ",Non
745,Renaissance Garden Cafe,"2075 Kennedy Rd, ","Scarborough, ","ON, ",M1T 3V3
746,Reunion Coffee,"28 Bathurst St, ","Toronto, ","ON, ",M5V 0R4
747,Reunion Island,"385 Roncesvalles Ave, ","Toronto, ","ON, ",M6R 2N1
748,Rick's Cafe,"281 Augusta Ave, ","Toronto, ","ON, ",M5T 2M1
749,Roast'n Brew Coffee,"140A-350 Albert St, ","Ottawa, ","ON, ",K1R 1A4
750,Robins Foods 2006 Ltd,"1620 Birchmount Rd, ","Scarborough, ","ON, ",M1P 2H6
751,Rooster Coffee House,"568 Jarvis St, ","Toronto, ","ON, ",M4Y 0C1
752,Rooster Coffee House,"479 Broadview Ave, ","Toronto, ","ON, ",M4K 2N4
753,Rooster Coffee House,"479 Broadview Avenue, ","Toronto, ","ON, ",M4K 2N4
754,Rooster Coffee Inc,"568 Jarvis St, ","Toronto, ","ON, ",M4Y 2H9
755,Rosa Branca Cafe,"816 College St, ","Toronto, ","ON, ",M6G 1C8
756,Rose S Vietnamese Sandwich,"601 Gerrard St E, ","Toronto, ","ON, ",M4M 1Y2
757,Rosys Corner Cafe,"150 Ferrand Dr, ","North York, ","ON, ",M3C 3E5
758,Royal Bakery,"1263 Weston Rd, ","York, ","ON, ",M6M 4P9
759,Rustle & Still,"605 Bloor St W, ","Toronto, ","ON, ",M6G 1K6
760,Sab's Cafe,"1928 Danforth Ave, ","Toronto, ","ON, ",M4C 1J4
761,Sage Cafe and Catering,"166 McCaul St, ","Toronto, ","ON, ",M5T 1W4
762,Saint Jimmy's Coffee,"3-8044 Dixie Rd, ","Brampton, ","ON, ",L6T 5G8
763,Saint Jimmy's Coffee,"816 Jane St, ","York, ","ON, ",M6N 4C1
764,Sakawa Coffee,"867 Danforth Ave, ","Toronto, ","ON, ",M4J 1L8
765,Salto Antipasto Lounge,"1138 Davenport Rd, ","Toronto, ","ON, ",M6G 2C6
766,Sam James Coffee Bar,"297 Harbord St, ","Toronto, ","ON, ",M6G 1G7
767,Sarah's Café,"1426 Danforth Ave, ","Toronto, ","ON, ",M4J 1N4
768,Savoury Grounds Coffee Co Ltd,"283 Scarborough Rd, ","Toronto, ","ON, ",M4E 3M9
769,Scrum Delicious,"2408 Danforth Ave, ","Toronto, ","ON, ",M4C 1K9
770,Second Cup,"1595 Bayview Ave, ","Toronto, ","ON, ",M4G 3B5
771,Second Cup,"1881 Yonge St, ","Toronto, ","ON, ",M4S 1Y6
772,Second Cup,"65 Front St E, ","Toronto, ","ON, ",M5E 1B5
773,Second Cup,"109-1560 Yonge St, ","Toronto, ","ON, ",M4T 2S9
774,Second Cup,"60 Bloor St W, ","Toronto, ","ON, ",M4W 3B8
775,Second Cup,"537 Bloor St W, ","Toronto, ","ON, ",M5S 1Y5
776,Second Cup,"170 Bloor St W, ","Toronto, ","ON, ",M5S 1T9
777,Second Cup,"652 Queen St W, ","Toronto, ","ON, ",M6J 1E5
778,Second Cup,"20 Bay St, ","Toronto, ","ON, ",M5J 2N8
779,Second Cup,"1 University Ave, ","Toronto, ","ON, ",M5J 2P1
780,Second Cup,"U1-163 King St E, ","Toronto, ","ON, ",M5A 1J4
781,Second Cup,"900 Dufferin St, ","Toronto, ","ON, ",M6H 4B1
782,Second Cup,"1881 Leslie St, ","Toronto, ","ON, ",M3B 2M3
783,Second Cup,"5-750 Spadina Ave, ","Toronto, ","ON, ",M5S 2J2
784,Second Cup,"4850 Dundas St W, ","Toronto, ","ON, ",M9A 1A8
785,Second Cup,"165 University Ave, ","Toronto, ","ON, ",M5H 3B9
786,Second Cup,"333 Bay St, ","Toronto, ","ON, ",M5H 2R2
787,Second Cup,"4850 Dundas St W, ","Etobicoke, ","ON, ",M9A 1B4
788,Second Cup,"200 Church St, ","Toronto, ","ON, ",M9N 1N9
789,Second Cup,"518 Eglinton Ave W, ","Toronto, ","ON, ",M5N 1A5
790,Second Cup,"730 Yonge St, ","Toronto, ","ON, ",M4Y 2B7
791,Second Cup,"7 Curity Ave, ","Toronto, ","ON, ",M4B 3L8
792,Second Cup,"905 King St W, ","Toronto, ","ON, ",M6K 3G9
793,Second Cup,"642 Mount Pleasant Rd, ","Toronto, ","ON, ",M4S 2N5
794,Second Cup,"3401 Dufferin St, ","Toronto, ","ON, ",M6A 2T9
795,Second Cup,"1595 Bayview Ave, ","East York, ","ON, ",M4G 3B5
796,Second Cup,"340 College St, ","Toronto, ","ON, ",M5T 3A9
797,Second Cup,"315 Front St W, ","Toronto, ","ON, ",M5V 3A4
798,Second Cup,"C214-777 Bay St, ","Toronto, ","ON, ",M5G 2C8
799,Second Cup,"800 Bay St, ","Toronto, ","ON, ",M5S 3A9
800,Second Cup,"1595 Bayview Ave, ","East York, ","ON, ",M4G 3B5
801,Second Cup Coffee Co.,"5095 Yonge Street, ","Toronto, ","ON, ",M2N 6Z4
802,Second Cup Coffee Co.,"311 York Mills Road, ","Toronto, ","ON, ",M2L 2A8
803,Second Cup Coffee Co.,"475 Yonge Street, ","Toronto, ","ON, ",M4Y 1X7
804,Second Cup Coffee Co.,"490 Lawrence Avenue West, ","Toronto, ","ON, ",M6A 1A1
805,Second Cup Coffee Co.,"145 King Street West, ","Toronto, ","ON, ",M5H 1J8
806,Second Cup Coffee Co.,"270 The Kingsway, ","Toronto, ","ON, ",M9A 3A2
807,Second Cup Coffee Co.,"355 Danforth Avenue, ","Toronto, ","ON, ",M4K 1N7
808,Second Cup Coffee Co.,"144 College St, ","Toronto, ","ON, ",M5S 3M2
809,Second Cup Coffee Co.,"4841 Yonge St., ","Toronto, ","ON, ",M2N 5X2
810,Second Cup Coffee Co.,"333 Bay Street, ","Toronto, ","ON, ",M5H 2R2
811,Second Cup Coffee Co.,"214 College St., ","Toronto, ","ON, ",M5T 2Z9
812,Second Cup Coffee Co.,"1881 Yonge Street, ","Toronto, ","ON, ",M4S 1Y6
813,Second Cup Coffee Co.,"340 College Street, ","Toronto, ","ON, ",M5T 3A9
814,Second Cup Coffee Co.,"1050 Islington Ave., ","Toronto, ","ON, ",M8Z 4R6
815,Second Cup Coffee Co.,"255 Front St. W., ","Toronto, ","ON, ",M5V 2W6
816,Second Cup Coffee Co.,"105 St. George Street, ","Toronto, ","ON, ",M5S 3E6
817,Second Cup Coffee Co.,"119 St. George Street, ","Toronto, ","ON, ",M5S 1A5
818,Second Cup Coffee Co.,"2075 Bayview Ave., ","Toronto, ","ON, ",M4N 3M5
819,Second Cup Coffee Co.,"30 Bond Street, ","Toronto, ","ON, ",M5B 1W8
820,Second Cup Coffee Co.,"750 Spadina Avenue, ","Toronto, ","ON, ",M5S 2J2
821,Second Cup Coffee Co.,"399 Bathurst Street, ","Toronto, ","ON, ",M5T 2S8
822,Second Cup Coffee Co.,"2200 Yonge Street, ","Toronto, ","ON, ",M4S 2C6
823,Second Cup Coffee Co.,"324 Bloor Street West, ","Toronto, ","ON, ",M5S 1W5
824,Second Cup Coffee Co.,"66 Harbord Street, ","Toronto, ","ON, ",M5S 1G2
825,Second Cup Coffee Co.,"777 Bay Street, ","Toronto, ","ON, ",M5G 2C8
826,Second Cup Coffee Co.,"65 Front St. East, ","Toronto, ","ON, ",M5E 1B5
827,Second Cup Coffee Co.,"3008A Bloor Street West, ","Toronto, ","ON, ",M8X 1C2
828,Second Cup Coffee Co.,"544 Church Street, ","Toronto, ","ON, ",M4Y 2E1
829,Second Cup Coffee Co.,"60 Weston Road, ","Toronto, ","ON, ",M6N 0A7
830,Second Cup Coffee Co. - Closed,"537 Bloor Street West, ","Toronto, ","ON, ",M5S 1Y5
831,Second Cup Coffee Co. - Closed,"77 Wellesley Street West, ","Toronto, ","ON, ",M7A 1N3
832,Second Cup Coffee Co. - CLOSED,"730 Yonge Street, ","Toronto, ","ON, ",M4Y 2B7
833,Second Cup Coffee Co. - CLOSED,"2545 Weston Rd., ","Toronto, ","ON, ",M9N 2A7
834,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"693 Wilson Avenue, ","North York, ","ON, ",M3K 1E3
835,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"179 College Street, ","Toronto, ","ON, ",M5T 1P7
836,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"25 King Street West, ","Toronto, ","ON, ",M5L 1E7
837,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"40 King Street West, ","Toronto, ","ON, ",M5H 3Y2
838,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"100 St. George Street, ","Toronto, ","ON, ",M5S 2E8
839,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"39 Bay Street, ","Toronto, ","ON, ",M5J 3B2
840,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"415 Spadina Road, ","Toronto, ","ON, ",M5P 2W3
841,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"808 York Mills Road, ","Toronto, ","ON, ",M3B 1X8
842,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"2340 Bloor Street West, ","Toronto, ","ON, ",M6S 1P3
843,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"60 Bloor Street West, ","Toronto, ","ON, ",M4W 3B8
844,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"1 Dundas Street West, ","Toronto, ","ON, ",M5G 1Z3
845,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"200 Front Street, ","Toronto, ","ON, ",M5V 3K2
846,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"30 The Queensway, ","Toronto, ","ON, ",M6R 1B5
847,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"600 University Avenue, ","Toronto, ","ON, ",M5G 1X5
848,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"287-289 King Street West, ","Toronto, ","ON, ",M5V 1J5
849,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"700 King Street West - Unit, ","Toronto, ","ON, ",M5V 2Y6
850,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"220 Yonge Street, ","Toronto, ","ON, ",M5B 2H1
851,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"1567 Steeles Avenue East, ","Toronto, ","ON, ",M2M 2Y3
852,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"2592 Yonge Street, ","Toronto, ","ON, ",M4P 2J1
853,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"265 Wincott Drive, ","Toronto, ","ON, ",M9R 2R7
854,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"307 Queen Street West, ","Toronto, ","ON, ",M5V 2A4
855,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,"1000 Bay Street, ","Toronto, ","ON, ",M5S 3A5
856,See-Scape,"2840 Dundas St W, ","Toronto, ","ON, ",M6P 1Y7
857,Selena Coffee Ltd,"60 Park Lawn Rd, ","Toronto, ","ON, ",M8Y 3H8
858,Seven West Cafe,"7 Charles St W, ","Toronto, ","ON, ",M4Y 1R4
859,SGC,"1858 Avenue Rd, ","North York, ","ON, ",M5M 3Z5
860,Shamrock Bakery,"7414 Road 506 Rr 1, ","Plevna, ","ON, ",K0H 2M0
861,Shinae Kim,"15 Toronto St, ","Toronto, ","ON, ",M5C 2E3
862,Shipyard Cafe,"Non, ","Non, ","ON, ",Non
863,Shisha&Co,"636 Yonge St, ","Toronto, ","ON, ",M4Y 1Z8
864,Shuen Cup,"48 Donlea Dr, ","East York, ","ON, ",M4G 2M4
865,Si Espresso Bar,"748 Broadview Ave, ","Toronto, ","ON, ",M4K 2P1
866,Sicilian Sidewalk Cafe,"712 College St, ","Toronto, ","ON, ",M6G 1C3
867,Siege Airsoft Inc,"2220 Midland Ave, ","Scarborough, ","ON, ",M1P 3E6
868,Simon's Coffee,"106-474 College St, ","Toronto, ","ON, ",M6G 1A4
869,Simply Coffee,"2524 Keele St, ","North York, ","ON, ",M6L 2N8
870,Simply Great Coffee,"Non, ","Non, ","ON, ",Non
871,Sinopino Chinese Restaurant & Takeout,"790 Kennedy Rd, ","Scarborough, ","ON, ",M1K 2C8
872,Smoke And Coffee,"21 Dundas Sq, ","Toronto, ","ON, ",M5B 1B7
873,Smoke and Coffee,"111-21 Dundas Sq, ","Toronto, ","ON, ",M5B 1B7
874,Snakes & Lattes,"600 Bloor St W, ","Toronto, ","ON, ",M6G 1K4
875,Sodexho Services Canada,"9 King's College Cir, ","Toronto, ","ON, ",M5S 3K3
876,Some Time,"41-43 Baldwin St, ","Toronto, ","ON, ",M5T 1L1
877,Sonic Bar & Café,"60 Cecil St, ","Toronto, ","ON, ",M5T 1N6
878,Sorry Coffee Co.,"102 Bloor St W, ","Toronto, ","ON, ",M5S 1M8
879,Soul Cafe Sheppard,"23 Spring Garden Ave, ","Toronto, ","ON, ",M2N 3G1
880,Spark Fresh bar,"739 Ossington Ave, ","Toronto, ","ON, ",M6G 3T8
881,Spice Lady,"1165 Birchmount Rd, ","Scarborough, ","ON, ",M1P 2B7
882,Sport Bar & Cafe,"605 Rogers Rd, ","York, ","ON, ",M6M 1B9
883,Spot Crepes And Tea,"385 Spadina Ave, ","Toronto, ","ON, ",M5T 2G6
884,Starbucks,"43 Milner Ave,Unit 2, ","Scarborough, ","ON, ",M1S 3P6
885,Starbucks,"1740 42 Ave Rd, ","Toronto, ","ON, ",M5M 3Y6
886,Starbucks,"861 York Mills Rd, ","North York, ","ON, ",M3B 1Y2
887,Starbucks,"152-2901 Bayview Ave, ","Toronto, ","ON, ",M2K 1E9
888,Starbucks,"908 Queen St E, ","Toronto, ","ON, ",M4M 1J5
889,Starbucks,"2940 Bloor St W, ","Etobicoke, ","ON, ",M8X 1B6
890,Starbucks,"250 Queen St W, ","Toronto, ","ON, ",M5V 1Z7
891,Starbucks,"181 Bay St, ","Toronto, ","ON, ",M5J 2T3
892,Starbucks,"450 Yonge St, ","Toronto, ","ON, ",M4Y 1X1
893,Starbucks,"5 Rosehill Ave, ","Toronto, ","ON, ",M5V 1Z7
894,Starbucks,"4 King St W, ","Toronto, ","ON, ",M5H 1B6
895,Starbucks,"23 Leslie St, ","Toronto, ","ON, ",M4M 1B4
896,Starbucks,"3250 Yonge St, ","Toronto, ","ON, ",M4N 2L4
897,Starbucks,"205 College St, ","Toronto, ","ON, ",M5T 1P9
898,Starbucks,"R16-585 University Ave, ","Toronto, ","ON, ",M5G 2N2
899,Starbucks,"2630 Yonge St, ","Toronto, ","ON, ",M4P 2J5
900,Starbucks,"1960 Queen St E, ","Toronto, ","ON, ",M4L 1H8
901,Starbucks,"1545 Bayview Ave, ","Toronto, ","ON, ",M4G 3B5
902,Starbucks,"2210 Bloor St W, ","Toronto, ","ON, ",M6S 1N4
903,Starbucks,"1909 Yonge St, ","Toronto, ","ON, ",M4S 1Z3
904,Starbucks,"YG18-220 Yonge St, ","Toronto, ","ON, ",M5B 2H1
905,Starbucks,"185 King St E, ","Toronto, ","ON, ",M5A 1J4
906,Starbucks,"G5-1 Queen St E, ","Toronto, ","ON, ",M5C 2W5
907,Starbucks,"555 University Ave, ","Toronto, ","ON, ",M5G 1X8
908,Starbucks,"2 St. Clair Ave E, ","Toronto, ","ON, ",M4T 2T5
909,Starbucks,"1088 Yonge St, ","Toronto, ","ON, ",M4W 2L4
910,Starbucks,"620 Jarvis St, ","Toronto, ","ON, ",M4Y 2H9
911,Starbucks,"1842 Queen St E, ","Toronto, ","ON, ",M4L 1H1
912,Starbucks,"941 College St, ","Toronto, ","ON, ",M6H 1A6
913,Starbucks,"394 Bay St, ","Toronto, ","ON, ",M5H 2Y3
914,Starbucks,"7-1005 King St W, ","Toronto, ","ON, ",M6G 1B9
915,Starbucks,"494 Bloor St W, ","Toronto, ","ON, ",M5S 1Y2
916,Starbucks,"732 Queen St W, ","Toronto, ","ON, ",M6J 1E9
917,Starbucks,"3079 Bloor St W, ","Toronto, ","ON, ",M8X 1C7
918,Starbucks,"2575 St Clair Ave W, ","Toronto, ","ON, ",M2K 1E9
919,Starbucks,"1092 Queen St W, ","Toronto, ","ON, ",M6J 1H9
920,Starbucks,"625 King St W, ","Toronto, ","ON, ",M5V 1M5
921,Starbucks,"85 Hanna Rd, ","Toronto, ","ON, ",M6K 3S3
922,Starbucks,"C10-50 Bloor St W, ","Toronto, ","ON, ",M4W 2L8
923,Starbucks,"100-1 Adelaide St E, ","Toronto, ","ON, ",M5C 2V9
924,Starbucks,"65C Wicksteed Ave, ","Toronto, ","ON, ",M4G 4H9
925,Starbucks,"2451 Yonge St, ","Toronto, ","ON, ",M4P 2E7
926,Starbucks,"504-3401 Dufferin St, ","Toronto, ","ON, ",M6A 2T9
927,Starbucks,"1900 Eglinton Ave E, ","Scarborough, ","ON, ",M1L 2L9
928,Starbucks,"626 Sheppard Ave W, ","Toronto, ","ON, ",M3H 2S1
929,Starbucks,"657 Dupont St, ","Toronto, ","ON, ",M6G 1Z4
930,Starbucks,"485 Church St, ","Toronto, ","ON, ",M4Y 2C6
931,Starbucks,"5230 Dundas St W, ","Toronto, ","ON, ",M9B 1A8
932,Starbucks,"3143 Yonge St, ","Toronto, ","ON, ",M4N 2N5
