,shop_name,STREET,LOCALITY,REGION,POSTAL_CODE
308,Coffee Time Donuts,"235 Bloor St E, ","Toronto, ","ON, ",M4W 3Y3
309,Coffee Time Donuts,"205 Woodbine Ave, ","Toronto, ","ON, ",M4L 3P3
310,Coffee Time Donuts,"33 University Ave, ","Toronto, ","ON, ",M5J 2S7
311,Coffee Time Donuts,"2424 Bloor St W, ","Toronto, ","ON, ",M6S 1P9
312,Coffee Time Donuts,"5926 Yonge St, ","North York, ","ON, ",M2M 3V9
313,Coffee Time Donuts,"5926 Yonge St, ","North York, ","ON, ",M2M 3V9
314,Coffee Time Donuts,"2904 Sheppard Ave E, ","Scarborough, ","ON, ",M1T 3J4
315,Coffee Time Donuts,"1840 Albion Rd, ","Etobicoke, ","ON, ",M9W 5T2
316,Coffee Time Donuts,"339 College St, ","Toronto, ","ON, ",M5T 1S2
317,Coffee Time Donuts,"3575 Dundas St W, ","York, ","ON, ",M6S 2S7
318,Coffee Time Donuts Inc,"77 Progress Ave, ","Scarborough, ","ON, ",M1P 2Y7
319,Coffeesofjamaica,"60 Banington Cres, ","Brampton, ","ON, ",L7A 1G3
320,Comfort Zone Cafe,"20 Norelco Dr, ","Toronto, ","ON, ",M9L 2X6
321,Compass Group Canada,"76 Adelaide St W, ","Toronto, ","ON, ",M5H 1P6
322,Coo Café,"1049 Bloor St W, ","Toronto, ","ON, ",M6H 1M4
323,Cookiegrams,"7-81 Brisbane Rd, ","North York, ","ON, ",M3J 2K3
324,Cool Hand Of A Girl Cafe,"2804 Dundas St W, ","Toronto, ","ON, ",M6P 1Y5
325,Coquette Bakery and Café,"Non, ","Non, ","ON, ",Non
326,Coquine L'Express Cafe Inc,"4 Manor E, ","Toronto, ","ON, ",M4S 1P8
327,Core Works Pilates,"1109 Dundas St E, ","Toronto, ","ON, ",M4M 1R9
328,Corner Cafe Puntopasta,"Non, ","Toronto, ","ON, ",M4P 1Z8
329,Country Style,"2387 Kingston Rd, ","Toronto, ","ON, ",M1N 1V1
330,Country Style,"10 St Mary St, ","Toronto, ","ON, ",M4Y 1P9
331,Country Style,"524 Wilson Heights Blvd, ","North York, ","ON, ",M3H 2V6
332,Country Style,"1708 Queen St E, ","Toronto, ","ON, ",M4L 1G7
333,Country Style,"590 Keele St, ","Toronto, ","ON, ",M6N 3E2
334,Country Style,"6255 Bathurst St, ","North York, ","ON, ",M2R 2A5
335,Country Style,"705 Queen St E, ","Toronto, ","ON, ",M4M 1G6
336,Country Style,"372 Yonge Street, ","Toronto, ","ON, ",M5B 1S6
337,Country Style,"2881 Keele St, ","Toronto, ","ON, ",M3M 2G9
338,Country Style,"960 Warden Ave, ","Scarborough, ","ON, ",M1L 4C9
339,Country Style,"2534 Bayview Ave, ","Toronto, ","ON, ",M2L 1A9
340,Country Style,"20 Bloor St E, ","Toronto, ","ON, ",M4W 1A8
341,Country Style,"1974 Avenue Rd, ","Toronto, ","ON, ",M5M 4A1
342,Country Style,"47 Sheppard Ave E, ","Toronto, ","ON, ",M2N 5X5
343,Country Style,"799 York Mills Rd, ","North York, ","ON, ",M3B 1X6
344,Country Style,"272 Dupont Street, ","Toronto, ","ON, ",M5R 1V7
345,Country Style,"2097 Weston Rd., ","Toronto, ","ON, ",M9N 1X7
346,Country Style,"21 St. Clair Ave. E, ","Toronto, ","ON, ",M4T 1L9
347,Country Style,"793 Wilson Ave, ","North York, ","ON, ",M3K 1E4
348,Country Style,"38 Spadina Ave., ","Toronto, ","ON, ",M5V 2H8
349,Country Style,"213 Wellesley St E, ","Toronto, ","ON, ",M4X 1G1
350,Country Style,"181 Bay St, ","Toronto, ","ON, ",M5J 2T3
351,Country Style,"2929 Danforth Ave, ","Toronto, ","ON, ",M4C 1M4
352,Country Style,"2444 Finch Ave W, ","North York, ","ON, ",M9M 2E9
353,Country Style,"1880 Eglinton Ave E, ","Scarborough, ","ON, ",M1L 2L1
354,Country Style,"1650 Derry Rd E, ","Mississauga, ","ON, ",L5S 1X8
355,Country Style,"989 Ward St, ","Bridgenorth, ","ON, ",K0L 1H0
356,Country Style,"2185 Gerrard St E, ","Toronto, ","ON, ",M4E 2C6
357,Country Style Donuts,"5955 Leslie St, ","North York, ","ON, ",M2H 1J8
358,Country Style Donuts,"Non, ","Non, ","ON, ",Non
359,Country Style Donuts,"300 Borough Dr, ","Scarborough, ","ON, ",M1P 4P5
360,Country Style Donuts,"300 Borough Dr, ","Scarborough, ","ON, ",M1P 4P5
361,Country Style Petroplus,"929 Queen St E, ","Toronto, ","ON, ",M4M 1J6
362,Country Style Petroplus,"929 Queen St E, ","Toronto, ","ON, ",M4M 1J6
363,Crafted Coffee Corp,"117 Ossington Ave, ","Toronto, ","ON, ",M6J 2Z2
364,Creeds Coffee Bar,"390 Dupont St, ","Toronto, ","ON, ",M5R 1V9
365,Creme De La Creme Cafe,"2991 Bloor St W, ","Etobicoke, ","ON, ",M8X 1C1
366,Crepe & Co European Cafe,"1167 Queen St W, ","Toronto, ","ON, ",M6J 1J6
367,Croissant Tree,"111 Peter St, ","Toronto, ","ON, ",M5V 2H1
368,Crosstown Coffee Bar,"187 Highbourne Rd, ","Toronto, ","ON, ",M5P 2J8
369,Crosstown Coffee Bar,"187 Highbourne Rd, ","Toronto, ","ON, ",M5P 2J8
370,CSI Coffee Pub,"720 Bathurst St, ","Toronto, ","ON, ",M5S 2R4
371,Cupcake Cafe fax,"Non, ","Non, ","ON, ",Non
372,Cybercino Cafe,"900 Dufferin St, ","Toronto, ","ON, ",M5R 3G8
373,Daango Sweets,"202 Baldwin St, ","Toronto, ","ON, ",M5T 1L8
374,Daily Brew Coffee Shop,"596 Bay St, ","Toronto, ","ON, ",M5G 1M5
375,Daily Fresh And Cafe,"111 Gordon Baker Rd, ","North York, ","ON, ",M2H 3R1
376,Daily Perk Coffee Co Ltd,"777 Victoria Park, ","Toronto, ","ON, ",Non
377,Daisy Cafe,"105-7030 Woodbine Ave, ","Markham, ","ON, ",L3R 6G2
378,Dark Horse Espresso Bar,"215 Spadina Ave, ","Toronto, ","ON, ",M5T 2C7
379,Dark Horse Espresso Bar,"125 John St, ","Toronto, ","ON, ",M5V 2E2
380,Das Brezel Haus,"25 Main St N, ","Brampton, ","ON, ",L6X 1M8
381,Database Information,"3088 Don Mills Rd, ","North York, ","ON, ",M2J 3C3
382,Database Information,"1269 Danforth Rd, ","Scarborough, ","ON, ",M1J 1E6
383,Database Information,"3547 St Clair Ave E, ","Scarborough, ","ON, ",M1K 1L6
384,DAVIDsTEA,"10 Dundas St E, ","Toronto, ","ON, ",M5B 2G9
385,DAVIDsTEA,"285 Roncesvalles Ave, ","Toronto, ","ON, ",M6R 2M3
386,Dawes Cafe,"466 Dawes Rd, ","East York, ","ON, ",M4B 2E9
387,Dawes Fish & Chips Plus Coffee,"468 Dawes Rd, ","East York, ","ON, ",M4B 2E9
388,De Floured,"1250 College St, ","Toronto, ","ON, ",M6H 1C2
389,Dean's In Office Beverage Svc,"6 Foxden Rd, ","North York, ","ON, ",M3C 2A9
390,DeCourses Café,"3232 Lake Shore Bl West, ","Toronto, ","ON, ",M8V 1M1
391,deKEFIR,"C15 333 Bay, ","Toronto, ","ON, ",M5H 2R2
392,Delica Kitchen,"913 Queen St E, ","Toronto, ","ON, ",M4T 1Y5
393,Delimark Café,"400-90 Sheppard Ave E, ","North York, ","ON, ",M2N 3A1
394,Delimark Cafes,"250 Ferrand Dr, ","North York, ","ON, ",M3C 3G8
395,Dessert Lady Cafe,"12 Cumberland St, ","Toronto, ","ON, ",M4W 1J5
396,Detour Coffee Roasters,"2-2234 Harold Rd, ","Burlington, ","ON, ",L7P 2J5
397,Diabolos' Coffee Bar,"15 King's College Cir, ","Toronto, ","ON, ",M5S 3H7
398,Dineen Coffee,"140, Yonge St, ","Toronto, ","ON, ",M5C 1X6
399,Dineen Outpost,"1042 Gerrard St E, ","Toronto, ","ON, ",M4M 1Z5
400,Dipped,"160 Baldwin St, ","Toronto, ","ON, ",M5T 3K7
401,Dogs And Coffee,"6 Markham St, ","Toronto, ","ON, ",M6J 2E9
402,Dolce Camerata,"144-6464 Yonge St, ","North York, ","ON, ",M2M 3X4
403,Domi Cafe,"15 Northtown Way, ","Toronto, ","ON, ",M2N 7A2
404,Don Latte Cafe Latino,"1165 St Clair Ave W, ","Toronto, ","ON, ",M6E 1B2
405,Double Ming Chinese Dessert,"4186 Finch Ave E, ","Scarborough, ","ON, ",M1S 4T5
406,Drunkin' Dounuts,"4180 Duke Of York Blvd, ","Mississauga, ","ON, ",L5B 0G5
407,Dufferin Cafe Variety,"21B-3200 Dufferin St, ","North York, ","ON, ",M6A 3B2
408,Dundas & Carlaw,"1173 Dundas St E, ","Toronto, ","ON, ",M4M 1S1
409,Dynasty Bakery And Deli,"440 Rogers Rd, ","York, ","ON, ",M6M 1A5
410,Early Bird Espresso & Brew Bar,"613 Queen St W, ","Toronto, ","ON, ",M5V 2B7
411,Eastside Coffee And Bar,"978 Pape Ave, ","East York, ","ON, ",M4K 3V7
412,Ebar,"500-3401 Dufferin St, ","Toronto, ","ON, ",M6A 2T9
413,Ecakes,"11-1960 Lawrence Ave W, ","Scarborough, ","ON, ",M1R 2Z1
414,Eggette Hut,"3255 Highway 7 E, ","Markham, ","ON, ",L3R 3P9
415,El Almacen,"1078 Queen St W, ","Toronto, ","ON, ",M6J 1H8
416,Elchi Chai Shop,"130 Harbord St, ","Toronto, ","ON, ",M5S 1G8
417,Elite Sports Cafe,"Non, ","Toronto, ","ON, ",M6J 1X7
418,Ella's Uncle,"916 Dundas St W, ","Toronto, ","ON, ",M6J 1W1
419,Ella's Uncle,"899 Bloor St W, ","Toronto, ","ON, ",M6H 1L2
420,Ellipsis 505 Retail Cafe,"505 College St, ","Toronto, ","ON, ",M6G 1A5
421,Empire Espresso,"668 College St, ","Toronto, ","ON, ",M6G 1B8
422,EVA COFFEE SHOP,"1 Eva Rd, ","Etobicoke, ","ON, ",M9C 4Z5
423,Express Country Style,"75 Ashtonbee Road, ","Scarborough, ","ON, ",M1L 4N4
424,Express Country Style,"2275 Lake Shore Blvd. W, ","Toronto, ","ON, ",M8V 1A6
425,Express Country Style,"4100 Dundas Street West, ","Toronto, ","ON, ",M6S 2T7
426,Express Country Style,"436 Kipling Ave, ","Etobicoke, ","ON, ",M8Z 5C9
427,Express Country Style,"625 Runnymede Road, ","Toronto, ","ON, ",M6S 3A3
428,Express Country Style,"2801 Eglinton Avenue West, ","Toronto, ","ON, ",M6M 5B4
429,Express Country Style,"3089 Lakeshore Blvd, ","Toronto, ","ON, ",M8V 3W9
430,Express Country Style,"1138 Bathurst St, ","Toronto, ","ON, ",M3H 5T3
431,Express Country Style,"40 Asquith Avenue, ","Toronto, ","ON, ",M4W 1J6
432,Express Country Style,"1-70 Eglinton Square, ","Toronto, ","ON, ",M1L 2K1
433,Express Country Style,"C011-55 University Avenue, ","Toronto, ","ON, ",M5J 2H7
434,Express Country Style,"176 Front Street East, ","Toronto, ","ON, ",M5A 1E6
435,Express Country Style,"93 Birchmount Rd, ","Scarborough, ","ON, ",M1N 3J7
436,Express Country Style,"3449 Dundas Street W, ","Toronto, ","ON, ",M6S 2S5
437,Express Country Style,"400 Kipling Avenue, ","Etobicoke, ","ON, ",M8V 3L1
438,Express Country Style,"20 Montgomery Road, ","Etobicoke, ","ON, ",M8X 1Z4
439,Express Country Style,"2460 St. Clair Avenue West, ","Toronto, ","ON, ",M6N 1L2
440,Express Country Style,"777 Bay Street, ","Toronto, ","ON, ",M5G 2C8
441,Express Country Style,"2300 Yonge St, ","Toronto, ","ON, ",M4P 1E4
442,Express Country Style,"903K-200 Wellington St, ","Toronto, ","ON, ",M5V 3C7
443,Express Deli Cafe,"101-245 Fairview Mall Dr, ","North York, ","ON, ",M2J 4T1
444,Extra Butter Coffee,"283 Roncesvalles Ave, ","Toronto, ","ON, ",M6R 2M3
445,Fabian Cafe,"876 Markham Rd, ","Scarborough, ","ON, ",M1H 2Y2
446,Faema Caffe,"102-672 Dupont St, ","Toronto, ","ON, ",M6G 1Z6
447,Faema Caffe,"25 The West Mall, ","Toronto, ","ON, ",M9C 1B8
448,Faema Canada,"201-672 Dupont St, ","Toronto, ","ON, ",M6G 1Z6
449,Fair Grounds Organic Café & Roastery,"3785 Lake Shore Blvd W, ","Etobicoke, ","ON, ",M8W 1R1
450,Fairouz Sheesha Cafe,"1385 Danforth Ave, ","Toronto, ","ON, ",M4J 1N2
451,Family Bakery Cafe,"1220 Woodbine Ave Main, ","East York, ","ON, ",M4C 4E3
452,F'Coffee,"641 Queen St E, ","Toronto, ","ON, ",M4M 1G4
453,Features Cafe,"33 Bloor St E, ","Toronto, ","ON, ",M4W 3H1
454,Fenmar Cafe,"120 Fenmar Dr, ","North York, ","ON, ",M9L 1M6
455,Field Trip Cafe,"3 Westmoreland, ","Toronto, ","ON, ",M6H 2Z6
456,Find Me Coffee,"305-250 Consumers Rd, ","Toronto, ","ON, ",M2J 4V6
457,Finjan Coffee Reading,"Non, ","Non, ","ON, ",Non
458,First Cup Coffee Service Corp,"136 Martin Ross Ave, ","North York, ","ON, ",M3J 2L4
459,First Cup Coffee Shop,"28 Pale Moon Cres, ","Scarborough, ","ON, ",M1W 3H5
460,For The Win Cafe,"3216 Yonge St, ","Toronto, ","ON, ",M4N 2L2
461,Forget Me Not Cafe,"883 Wilson Ave, ","North York, ","ON, ",M3K 1E6
462,Fornino Osteria Cafe,"101-8 Scollard St, ","Toronto, ","ON, ",M5R 1M2
463,Fort York Pizzeria,"219 Fort York Blvd, ","Toronto, ","ON, ",M5V 1B1
464,Four Stars Cafe,"1485 Dundas St W, ","Toronto, ","ON, ",M6K 1T6
465,Frank's Bar & Cafe,"994 Queen St W, ","Toronto, ","ON, ",M6J 1H1
466,Frecklebean Cafe,"132 McCaul St, ","Toronto, ","ON, ",M5T 1W2
467,Free Times,"320 College St, ","Toronto, ","ON, ",M5T 1S3
468,Fresh Coffee Network,"2 Matilda St, ","Toronto, ","ON, ",M4M 1L9
469,Fresh Start Coffee Co,"655 Bay St, ","Toronto, ","ON, ",M5G 2K4
470,Friends Cafe,"1 Adelaide St E, ","Toronto, ","ON, ",M5C 2V9
471,From Dusk To Dawn Cafe & Lounge,"1940 Eglinton Ave E, ","Scarborough, ","ON, ",M1L 4R1
472,Fusion Artz Cafe,"1767 Avenue Rd, ","North York, ","ON, ",M5M 3Y8
473,G Bar & Grill,"2725 Jane St, ","North York, ","ON, ",M3L 1S3
474,Gayleys Caf,"1424 Dundas St W, ","Toronto, ","ON, ",M6J 1Y5
475,Gerhard's Cafe,"16-1085 Bellamy Rd N, ","Scarborough, ","ON, ",M1H 3C7
476,GH Cafe & Takeout,"3212 Danforth Ave, ","Scarborough, ","ON, ",M1L 1C1
477,Goat Coffee Co.,"893 Pape Ave, ","East York, ","ON, ",M4K 3V1
478,Golden Café,"35 Golden Ave, ","Toronto, ","ON, ",M6R 2J5
479,Golden Wheat Bakery Cafe,"579 Rogers Rd, ","York, ","ON, ",M6M 1B7
480,Goldstruck Coffee,"1-130 Cumberland St, ","Toronto, ","ON, ",M5R 1A6
481,Good Earth Coffee House,"198 Jarvis St, ","Toronto, ","ON, ",M5B 2B7
482,Gordo Ex Cafe,"1048 Bathurst St, ","Toronto, ","ON, ",M5R 3G7
483,Gourmet Beverage Company - Catered Cafe,"13-127 Manville Rd, ","Scarborough, ","ON, ",M1L 4J7
484,Grand Cafe And Juice Bar,"2034 Lawrence Ave E, ","Scarborough, ","ON, ",M1R 2Z3
485,Grand Piano Pastrie & Cafe,"55 Mill St, ","Toronto, ","ON, ",M5A 3C4
486,Great Canadian Bagel,"333 Bay St, ","Toronto, ","ON, ",M5H 2R2
487,Green Beanery,"1-565 Bloor St W, ","Toronto, ","ON, ",M5S 1Y6
488,Green River Coffee,"Non, ","Non, ","ON, ",Non
489,Grinder,"1021 Gerrard St E, ","Toronto, ","ON, ",M4M 1Z6
490,Ground Roots,"Non, ","Non, ","ON, ",Non
491,Gun Mountain Chateau Cottage,"662 Long Lake Rd, ","Barrys Bay, ","ON, ",K0J 1B0
492,Hailed Coffee,"801 Gerrard St E, ","Toronto, ","ON, ",M4M 1Y5
493,Hale Coffee Company,"1485 Dupont St, ","Toronto, ","ON, ",M6P 3S2
494,Hale Coffee Company,"2-212 Pellatt Ave, ","North York, ","ON, ",M9N 2P6
495,happy pea,"Non, ","Toronto, ","ON, ",Non
496,Happy Station Bubble Tea & Cafe,"1857 Danforth Ave, ","Toronto, ","ON, ",M4C 1J3
497,Hard Rock Cafe,"3500-1 Blue Jays Way, ","Toronto, ","ON, ",M5V 1J3
498,Harper Collins Publisher Ltd,"2 Bloor St E, ","Toronto, ","ON, ",M4W 1A8
499,Hero Certified Burgers,"77 Wellesley St E, ","Toronto, ","ON, ",M4Y 1H7
500,Hero Certified Burgers,"4698 Yonge St, ","North York, ","ON, ",M2N 5M4
501,Hero Certified Burgers,"413 Spadina Ave, ","Toronto, ","ON, ",M5T 2G6
502,Hoang Viet Bakery Coffee,"4730 Jane St, ","North York, ","ON, ",M3N 2L2
503,Hoang Viet Bakery Coffee,"4730 Jane St, ","North York, ","ON, ",M3N 2L2
504,Hoang Viet Billiards,"2137 Jane St, ","North York, ","ON, ",M3M 1A2
505,Holts Café,"50 Bloor St W, ","Toronto, ","ON, ",M4W 3L8
506,Holts Café Bloor,"200-50 Bloor St W, ","Toronto, ","ON, ",M4W 1A1
507,Home Baking,"1242 Bloor St W, ","Toronto, ","ON, ",M6H 1N5
508,Homeward Bound Cafe,"Non, ","Toronto, ","ON, ",M6P 3S6
509,Homeward Bound Cafe Inc.,"Non, ","Toronto, ","ON, ",Non
510,Hot black Coffee,"245 Queen St W, ","Toronto, ","ON, ",M5V 1Z4
511,Hot Pot Cafe,"1336 Danforth Ave, ","Toronto, ","ON, ",M4J 1M9
512,Hot-Box Cafe,"Non, ","Non, ","ON, ",Non
513,HOTHOUSE,"35 Church St, ","Toronto, ","ON, ",M5E 1T3
514,House Cafe Ltd,"9 Glen Watford Dr, ","Scarborough, ","ON, ",M1S 2B7
515,House Coach,"Non, ","Non, ","ON, ",Non
516,Humber College Cafe,"107-100 Humber College Blvd, ","Etobicoke, ","ON, ",M9V 5G4
517,I Deal Coffee,"162 Ossington Ave, ","Toronto, ","ON, ",M6J 2Z7
518,I Deal Coffee,"221 Sorauren Ave, ","Toronto, ","ON, ",M6R 2G1
519,I Deal Coffee,"3336 Yonge St, ","Toronto, ","ON, ",M4N 2M4
520,In The Loop Cafe,"1024 St Clair Ave W, ","Toronto, ","ON, ",M6E 1A4
521,Incontro Café,"2917 Dufferin St, ","North York, ","ON, ",M6B 3S7
522,Indigo Books Music & Cafe,"82 Saint Regis Cres S, ","North York, ","ON, ",M3J 1Y8
523,Inter Access,"950 Dupont St, ","Toronto, ","ON, ",M6H 1Z2
524,Istanbul Cafe And Espresso Bar,"174 Eglinton Ave E, ","Toronto, ","ON, ",M4P 1A6
525,Istar Restaurant,"235 Dixon Rd, ","Etobicoke, ","ON, ",M9P 2M5
526,ITFC,"345 Flint Rd, ","North York, ","ON, ",M3J 2J2
527,It's The Cat's Meow Cafe,"138 Robinson St, ","Markham, ","ON, ",L3P 5H5
528,J & V Siman Enterprises,"111 Judge Rd, ","Etobicoke, ","ON, ",M8Z 5B5
529,J J Bean,"2 St Clair Ave W, ","Toronto, ","ON, ",M4V 1L5
530,Jane Street Cafe & Sports Bar,"1695 Jane St, ","North York, ","ON, ",M9N 2S3
531,Java Joe,"1500 Islington Ave, ","Toronto, ","ON, ",M9A 3L8
532,Java Joe's,"4242 Dundas St W, ","Etobicoke, ","ON, ",M8X 1Y6
533,Java Joe's,"180 Dundas St W, ","Toronto, ","ON, ",M5G 1Z8
534,Java Joes,"25 Sheppard Ave W, ","North York, ","ON, ",M2N 6S6
535,Java Joe's Inc,"310 Front W, ","Toronto, ","ON, ",M5V 3B6
536,Java Shop Coffee,"1704-30 Thunder Grove, ","Scarborough, ","ON, ",M1V 4A3
537,Javamama,"1075 Bathurst Street, ","Toronto, ","ON, ",M5R 3G8
538,Javamama,"1075 Bathurst Street, ","Toronto, ","ON, ",M5R 3G8
539,Jessies Cafe,"1423 Kingston Rd Main, ","Scarborough, ","ON, ",M1N 1R4
540,Jet Fuel Coffee Shop Inc,"519 Parliament St, ","Toronto, ","ON, ",M4X 1P3
541,Jimmy's Coffee,"735 Queen St W, ","Toronto, ","ON, ",M6J 1G1
542,Jimmys Coffee,"166 McCaul St, ","Toronto, ","ON, ",M5T 1W4
543,Jimmy's Coffee,"15 Ossington Ave, ","Toronto, ","ON, ",M6J 2Y8
544,Jimmy's Coffee,"84 Gerrard St W, ","Toronto, ","ON, ",M5G 1J5
545,Jimmy's Coffee Bar,"107 Portland St, ","Toronto, ","ON, ",M5V 2N3
546,Jinks Art Factory,"1664 Queen St W, ","Toronto, ","ON, ",M6R 1B2
547,Jj Bean,"90 Eglinton Ave E, ","Toronto, ","ON, ",M4P 2Y3
548,JJ Bean Coffee Roasters,"197 Bartley Dr, ","North York, ","ON, ",M4A 1E6
549,Jnhcafe,"6 Hartham Pl, ","North York, ","ON, ",M3K 1P3
550,Joe The Dog Coffee,"Non, ","Ottawa, ","ON, ",Non
551,Jude Restaurant & Cafe,"2273 Dundas St W, ","Toronto, ","ON, ",M6R 1X6
552,Juice & Java Catering Inc,"2102 Queen St E, ","Toronto, ","ON, ",M4E 1E2
553,Jules Café Patisserie,"617 Mount Pleasant Rd, ","Toronto, ","ON, ",M4S 2M5
554,Jules Café Patisserie,"2898 Bloor St W, ","Etobicoke, ","ON, ",M8X 1B5
555,Jules Cafe Patisserie,"120 Peter St, ","Toronto, ","ON, ",M5V 2G7
556,Kan Global Ventures,"409 College St, ","Toronto, ","ON, ",M5T 1T1
557,Kenya Brand Coffee Corp,"1260 Martin Grove Rd, ","Etobicoke, ","ON, ",M9W 4X3
558,Kibo Sushi House,"36 Charlotte St, ","Toronto, ","ON, ",M5V 3P7
559,King Cafe,"555 Wilson Ave, ","North York, ","ON, ",M3H 0C5
560,King Deli & Cafe,"5-465 King St E, ","Toronto, ","ON, ",M5A 1L6
561,King's Café,"192, Augusta Ave, ","Toronto, ","ON, ",M5T 2L6
562,Kitimai Tea & Coffee Co,"1110 Finch Avenue West, ","North York, ","ON, ",M3J 2T2
563,Koala Mini Vending Services Inc,"150 Clark Blvd, ","Brampton, ","ON, ",L6T 4Y8
564,Koffea Espresso Bar,"2366 Bloor St W, ","Toronto, ","ON, ",M6S 1P3
565,Konya Cafe,"1276 Danforth Ave, ","Toronto, ","ON, ",M4J 1M6
566,Kos Cafe And Restaurant,"1070 Bathurst St, ","Toronto, ","ON, ",M5R 3G9
567,Krave Coffee,"2-781 St Clair Ave W, ","Toronto, ","ON, ",M6C 1B7
568,Krispy Kreme,"215 Harbord St, ","Toronto, ","ON, ",M5S 1H6
569,Krispy Kreme,"400 Spadina Ave, ","Toronto, ","ON, ",M5T 2G7
570,Krispy Kreme,"164 McCaul St, ","Toronto, ","ON, ",M5T 1W4
571,Kung Fu Tea,"264 Spadina Ave, ","Toronto, ","ON, ",M5T 2E4
572,L & T Bar Caffe,"1068 St Clair Ave W, ","Toronto, ","ON, ",M6E 1A5
573,L&L Cafe,"931 St Clair Ave W, ","Toronto, ","ON, ",M6C 1C7
574,La Barista Cafe,"22 St Clair Ave E, ","Toronto, ","ON, ",M4T 2S3
575,La Belle Cafe,"444 Yonge St, ","Toronto, ","ON, ",M5B 2H4
576,La Prep,"1 Queen St E, ","Toronto, ","ON, ",M5C 2W5
577,La Prep,"79 Wellington St W, ","Toronto, ","ON, ",M5J 1H1
578,La Prep,"E4A-222 Bay St, ","Toronto, ","ON, ",M5K 1E7
579,La Prep,"77 King St W, ","Toronto, ","ON, ",M5K 1A1
580,La Prep,"2 Queen St E, ","Toronto, ","ON, ",M5C 3G7
581,La Prep,"18 York St, ","Toronto, ","ON, ",M5J 2T8
582,La Prep,"5150 Yonge St, ","Toronto, ","ON, ",M2N 6L8
583,La Prep,"1095 Military Trl, ","Non, ","ON, ",Non
584,Layaly El Sharke Cafe Club,"1883 Lawrence Ave E, ","Scarborough, ","ON, ",M1R 2Y3
585,Lazy-Hour-Café,"1775 Danforth Ave, ","Toronto, ","ON, ",M4C 1J1
586,Le Chateau Chicken,"13850 Steeles Ave, ","Georgetown, ","ON, ",L7G 0J1
587,L'Étiquette Beaute Café & Hair Studio,"Non, ","Non, ","ON, ",Non
588,Lettieri Espresso Bar,"2901 Bayview Ave, ","North York, ","ON, ",M2K 1E6
589,Lettieri Espresso Bar And Cafe,"200 Elizabeth St, ","Toronto, ","ON, ",M5G 2C4
590,Levity Bakery & Cafe,"1331 Danforth Ave, ","Toronto, ","ON, ",M4J 1N1
591,Liberty Coffee Shop,"1-80 Western Battery Rd, ","Toronto, ","ON, ",M6K 3S1
592,Liberty Village Resaurant,"65 Jefferson Ave Main, ","Toronto, ","ON, ",M6K 1Y3
593,Lido Caffe,"1659 St Clair Ave W Main, ","Toronto, ","ON, ",M6N 1H9
594,Light Cafe,"23 Baldwin St, ","Toronto, ","ON, ",M5T 1L1
595,Lit Expresso Bar,"221A Roncesvalles Ave, ","Toronto, ","ON, ",M6R 2L6
596,Little Nicky's Coffee,"375 Queen St W, ","Toronto, ","ON, ",M5V 2A5
597,Lone Star Cafe,"930 Dixon Rd, ","Etobicoke, ","ON, ",M9W 1J9
598,Lost City,"Non, ","Toronto, ","ON, ",M4K 1P5
599,Louie - Craft Coffee,"1187 King St W, ","Toronto, ","ON, ",M6K 3C5
600,Loveless Cafe,"1430 Dundas St W, ","Toronto, ","ON, ",M6J 1Y5
601,Lucas Cafe,"101 Duncan Mill Rd, ","North York, ","ON, ",M3B 1Z3
602,Lucy Coffee Shop,"201 Consumers Rd, ","North York, ","ON, ",M2J 4G8
603,Lumar Cafe,"1220 Danforth Ave, ","Toronto, ","ON, ",M4J 1M6
604,Machino Cafe,"121 Sellers Ave, ","Toronto, ","ON, ",M6E 3T7
605,Mad Hus Café,"982 Kingston Rd, ","Toronto, ","ON, ",M4E 1S9
606,Maderas,"456 Ossington Ave, ","Toronto, ","ON, ",M6G 3T2
607,Magpie Roasters,"265 Russell Hill Rd, ","Toronto, ","ON, ",M4V 2T3
608,Majesteas,"950 Queen St E, ","Toronto, ","ON, ",M4M 1J7
609,Major Treat Coffee,"1158 Queen St W, ","Toronto, ","ON, ",M6J 1J5
610,Mako Espresso Bar,"Non, ","Non, ","ON, ",Non
611,Maman Bakery Cafe,"100 King St W, ","Toronto, ","ON, ",M5X 2A1
612,Mangia Cake Cafe,"160 McCaul St, ","Toronto, ","ON, ",M5T 1W4
613,Maple Café,"5 Linnsmore Cres, ","Toronto, ","ON, ",M4J 4J5
614,Marilyn Monroe Cafe,"130 King St, ","York, ","ON, ",M9N 1L5
615,Marjane Café,"170 Bedford Rd, ","Toronto, ","ON, ",M5R 2K9
616,Mark Kuzior,"200 Bay, ","Toronto, ","ON, ",M5J 2J1
617,Marvel Coffee Company,"792 Carlaw Ave, ","Toronto, ","ON, ",M4K 3L2
618,Marvel Coffee Company,"990 Danforth Ave, ","Toronto, ","ON, ",M4J 1L9
619,Mastro Cafe,"349 Oakwood Ave, ","York, ","ON, ",M6E 2W1
620,Masuder Lascar,"248 The Esplanade, ","Toronto, ","ON, ",M5A 4J6
621,Mediterranean Food Store,"3 Bartlett Ave, ","Toronto, ","ON, ",M6H 3E8
622,Meet You,"5437 Yonge St, ","North York, ","ON, ",M2N 5S1
623,Mejoo Dessert,"1-682 Bloor St W Main, ","Toronto, ","ON, ",M6G 1L2
624,Mena Cafe & Restaurant,"2011 Lawrence W, ","York, ","ON, ",M9N 3V3
